Rank,Gene_Symbol,N_Variants,Total_PP,Composite_Score,DNase_Score,ATAC_Score,CAGE_Score,RNA_Score,PROCAP_Score,Splice_Score,Empirical_Z,P_value,FDR_Q,Has_Brain_eQTL,Brain_eQTL_Tissues,Min_eQTL_Qval
3278,ACTBP16,88,0.501355,-0.132085,0.007658,-0.093207,-0.156737,-0.347281,-0.060350,-0.142592,,,,False,0,1.000000
3279,RNF13P1,86,0.494073,-0.132610,0.009942,-0.093714,-0.155366,-0.351380,-0.062672,-0.142469,,,,False,0,1.000000
3280,CCDC39-AS1,86,0.494073,-0.132610,0.009942,-0.093714,-0.155366,-0.351380,-0.062672,-0.142469,,,,False,0,1.000000
3281,RN7SL229P,86,0.494073,-0.132610,0.009942,-0.093714,-0.155366,-0.351380,-0.062672,-0.142469,,,,False,0,1.000000
3282,CCDC39,86,0.494073,-0.132610,0.009942,-0.093714,-0.155366,-0.351380,-0.062672,-0.142469,-2.302263,0.023052,0.070058,True,2,0.014899
3283,VEGFC,33,2.000000,-0.132759,-0.127215,-0.218981,-0.052423,-0.107451,-0.186910,-0.103577,-2.304815,0.022952,0.070058,True,1,0.011553
3284,HAFML,33,2.000000,-0.132759,-0.127215,-0.218981,-0.052423,-0.107451,-0.186910,-0.103577,,,,False,0,1.000000
3285,LINC02509,33,2.000000,-0.132759,-0.127215,-0.218981,-0.052423,-0.107451,-0.186910,-0.103577,,,,False,0,1.000000
3286,ENSG00000249458,33,2.000000,-0.132759,-0.127215,-0.218981,-0.052423,-0.107451,-0.186910,-0.103577,,,,False,0,1.000000
3287,ENSG00000248480,33,2.000000,-0.132759,-0.127215,-0.218981,-0.052423,-0.107451,-0.186910,-0.103577,,,,False,0,1.000000
3288,ENSG00000289277,31,0.950260,-0.135369,0.041756,-0.185822,-0.244349,0.000924,-0.294235,-0.130490,,,,True,1,0.039535
3289,GOLM2,31,0.950260,-0.135369,0.041756,-0.185822,-0.244349,0.000924,-0.294235,-0.130490,-2.349340,0.022902,0.070058,False,0,1.000000
3290,DNAJC19,115,0.997075,-0.136027,-0.016061,-0.089014,-0.323781,-0.197018,-0.043541,-0.146744,-2.360555,0.022751,0.070058,True,2,0.014197
3291,SOX2-OT,115,0.997075,-0.136027,-0.016061,-0.089014,-0.323781,-0.197018,-0.043541,-0.146744,,,,True,3,0.033108
3292,NMD3,45,0.888120,-0.136464,-0.041172,0.057891,-0.352662,-0.422891,0.090993,-0.150944,-2.368019,0.022701,0.070058,True,3,0.000417
3293,RPL23AP42,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,,,,True,1,0.044670
3294,PSMC1P7,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,,,,False,0,1.000000
3295,ENSG00000269888,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,,,,False,0,1.000000
3296,LINC02067,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,,,,True,2,0.000002
3297,EEF1GP4,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,,,,False,0,1.000000
3298,SPTSSB,51,1.000000,-0.136721,-0.064744,0.008221,-0.310919,-0.371890,0.069948,-0.150944,-2.372409,0.022601,0.070058,True,10,0.000000
3299,MATR3P2,33,0.510036,-0.137887,-0.041812,-0.084087,-0.482489,-0.045088,-0.023870,-0.149976,,,,False,0,1.000000
3300,MRAP2,2,0.125526,-0.138639,-0.183839,-0.244896,-0.026521,-0.143522,-0.082109,-0.150944,-2.405117,0.022501,0.070058,True,7,0.000000
3301,PIRAT1,2,0.183280,-0.138774,-0.172816,0.175798,-0.379974,0.099502,-0.404213,-0.150944,,,,False,0,1.000000
3302,TTC14-DT,74,0.461937,-0.139249,0.008391,-0.100254,-0.168040,-0.374604,-0.050041,-0.150944,,,,False,0,1.000000
3303,ENSG00000204117,19,0.488108,-0.139671,-0.216278,-0.005472,-0.633472,0.196959,-0.028818,-0.150944,,,,False,0,1.000000
3304,CTNNBL1,19,0.488108,-0.139671,-0.216278,-0.005472,-0.633472,0.196959,-0.028818,-0.150944,-2.422728,0.022300,0.070058,True,5,0.000000
3305,FAUP2,30,0.505927,-0.139978,-0.042383,-0.085534,-0.488950,-0.045728,-0.026328,-0.150944,,,,False,0,1.000000
3306,RNU6-4P,30,0.505927,-0.139978,-0.042383,-0.085534,-0.488950,-0.045728,-0.026328,-0.150944,,,,False,0,1.000000
3307,TTC14,76,0.468729,-0.139985,0.005456,-0.103470,-0.169706,-0.373751,-0.049757,-0.148684,-2.428095,0.022250,0.070058,True,10,0.000202
3308,PSMG3P1,69,0.446838,-0.141651,0.010552,-0.106513,-0.169037,-0.389651,-0.044315,-0.150944,,,,False,0,1.000000
3309,ENSG00000270655,2,0.442059,-0.141838,-0.029272,-0.082573,-0.292953,0.037880,-0.422387,-0.061723,,,,False,0,1.000000
3310,GLRXP1,20,0.497754,-0.142759,-0.214431,-0.018224,-0.633372,0.188422,-0.031997,-0.146953,,,,False,0,1.000000
3311,LINC00489,20,0.497754,-0.142759,-0.214431,-0.018224,-0.633372,0.188422,-0.031997,-0.146953,,,,False,0,1.000000
3312,RNU6-486P,65,0.430832,-0.144606,0.010208,-0.108938,-0.165701,-0.410514,-0.041749,-0.150944,,,,False,0,1.000000
3313,ENSG00000248837,3,0.613874,-0.144814,-0.191119,-0.118066,-0.353303,-0.186907,0.131455,-0.150944,,,,True,1,0.009287
3314,ENSG00000257262,2,0.056856,-0.145151,-0.127539,-0.192755,-0.018258,-0.109498,-0.271912,-0.150944,,,,False,0,1.000000
3315,LINC02774,40,0.610918,-0.146164,-0.196967,-0.158099,0.070468,-0.464180,-0.066116,-0.062088,,,,True,4,0.003276
3316,OR8A1,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,False,0,1.000000
3317,ENSG00000255045,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,True,1,0.022774
3318,OR8B10P,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3319,SIAE,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,4,0.030631
3320,RNA5SP352,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3321,ENSG00000254509,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3322,MSANTD2-AS1,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3323,OR8B9P,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3324,OR8Q1P,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3325,MSANTD2,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,False,0,1.000000
3326,ENSG00000290695,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3327,OR8A3P,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3328,OR8B8,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,False,0,1.000000
3329,ENSG00000279342,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,True,3,0.002640
3330,TBRG1,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,2,0.035662
3331,SPA17,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,7,0.000034
3332,ENSG00000254937,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3333,OR8A2P,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3334,OR8B12,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,False,0,1.000000
3335,OR8B4,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,False,0,1.000000
3336,NRGN,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,2,0.043221
3337,ENSG00000254941,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,False,0,1.000000
3338,ESAM-AS1,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,,,,True,3,0.006870
3339,VSIG2,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,3,0.000041
3340,PANX3,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,1,0.035670
3341,ESAM,42,1.000000,-0.146576,-0.090861,-0.214511,-0.085804,-0.467239,-0.198731,0.177689,-2.540538,0.021949,0.070058,True,2,0.038201
3342,ENSG00000285561,41,0.996809,-0.147836,-0.090545,-0.214786,-0.085470,-0.467520,-0.198166,0.169473,,,,True,3,0.000000
3343,ASXL2,18,0.381355,-0.149381,-0.112973,0.172888,-0.885637,0.081506,-0.129959,-0.022112,-2.588392,0.020697,0.070058,True,3,0.003987
3344,ENSG00000253560,50,0.288245,-0.149557,0.069732,-0.030001,-1.507861,0.000593,0.077685,0.492511,,,,False,0,1.000000
3345,PDIA3P2,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,,,,True,2,0.000455
3346,PPIP5K1,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,-2.599567,0.020646,0.070058,True,5,0.005277
3347,CKMT1B,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,-2.599567,0.020646,0.070058,True,11,0.000000
3348,RNU6-610P,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,,,,False,0,1.000000
3349,ENSG00000284772,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,-2.599567,0.020646,0.070058,False,0,1.000000
3350,RNU6-554P,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,,,,True,2,0.000000
3351,STRC,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,-2.599567,0.020646,0.070058,True,12,0.000000
3352,ENSG00000275601,5,0.016117,-0.150036,-0.168480,-0.106778,-0.365504,-0.192304,0.012786,-0.079938,,,,True,6,0.002466
3353,OR8X1P,36,0.980521,-0.150324,-0.090509,-0.221882,-0.086310,-0.477392,-0.197534,0.171681,,,,False,0,1.000000
3354,OR8B3,35,0.979507,-0.150678,-0.090496,-0.221967,-0.087383,-0.478050,-0.198003,0.171829,-2.610520,0.020396,0.070058,False,0,1.000000
3355,ENSG00000253642,263,0.554796,-0.152993,-0.113142,-0.190033,-0.379078,-0.021480,-0.063620,-0.150605,,,,True,2,0.010414
3356,TRPM8,144,0.687936,-0.153073,-0.036482,-0.161582,-0.167103,-0.335902,-0.239641,0.022272,-2.651378,0.020296,0.070058,True,1,0.036408
3357,ENSG00000241231,14,0.457234,-0.153817,-0.072479,-0.100572,-0.522946,-0.052313,-0.023646,-0.150944,,,,True,13,0.000000
3358,ENSG00000269391,1,0.056365,-0.154075,-0.098311,-0.130250,-0.457987,0.130066,-0.217027,-0.150944,,,,False,0,1.000000
3359,RFTN1,1,0.056365,-0.154075,-0.098311,-0.130250,-0.457987,0.130066,-0.217027,-0.150944,-2.668479,0.020246,0.070058,True,5,0.000000
3360,LINC00690,1,0.056365,-0.154075,-0.098311,-0.130250,-0.457987,0.130066,-0.217027,-0.150944,,,,False,0,1.000000
3361,RPL6P22,197,0.535334,-0.155737,-0.116472,-0.196007,-0.388225,-0.026390,-0.056382,-0.150944,,,,False,0,1.000000
3362,OR8B2,31,0.913286,-0.158808,-0.094478,-0.243054,-0.079615,-0.516385,-0.198866,0.179549,-2.749225,0.019344,0.070058,False,0,1.000000
3363,ENSG00000268218,15,0.020387,-0.160492,-0.264046,-0.278221,-0.263452,-0.080164,-0.184573,0.107502,,,,True,4,0.000025
3364,TPM3P7,4,0.361518,-0.162998,-0.124045,0.177827,-0.954478,0.086686,-0.136900,-0.027078,,,,False,0,1.000000
3365,ENSG00000288914,6,0.019527,-0.163908,-0.043044,-0.130514,-0.225522,-0.207549,-0.225875,-0.150944,-2.836230,0.018692,0.070058,False,0,1.000000
3366,KMT2E-AS1,6,0.019527,-0.163908,-0.043044,-0.130514,-0.225522,-0.207549,-0.225875,-0.150944,,,,True,1,0.005377
3367,ENSG00000272918,6,0.019527,-0.163908,-0.043044,-0.130514,-0.225522,-0.207549,-0.225875,-0.150944,,,,True,6,0.004870
3368,SRPK2,6,0.019527,-0.163908,-0.043044,-0.130514,-0.225522,-0.207549,-0.225875,-0.150944,-2.836230,0.018692,0.070058,True,1,0.037002
3369,ENSG00000289360,6,0.019527,-0.163908,-0.043044,-0.130514,-0.225522,-0.207549,-0.225875,-0.150944,-2.836230,0.018692,0.070058,False,0,1.000000
3370,PTGES3P2,3,0.360731,-0.163937,-0.123317,0.177979,-0.960344,0.087488,-0.138228,-0.027200,,,,True,5,0.000000
3371,ENSG00000218682,1,0.359178,-0.164188,-0.124065,0.178881,-0.961848,0.088068,-0.138440,-0.027721,,,,False,0,1.000000
3372,ENSG00000270764,4,0.016294,-0.166169,-0.030259,-0.113052,-0.199477,-0.277103,-0.226177,-0.150944,,,,False,0,1.000000
3373,MIR2117HG,18,0.011875,-0.167046,-0.051416,-0.213432,0.078686,-0.614558,-0.062473,-0.139084,,,,False,0,1.000000
3374,MIR2117,18,0.011875,-0.167046,-0.051416,-0.213432,0.078686,-0.614558,-0.062473,-0.139084,,,,False,0,1.000000
3375,GPR107,2,0.404955,-0.167600,-0.151453,-0.228215,-0.340795,0.062720,-0.326865,-0.020992,-2.899221,0.018241,0.070058,True,5,0.000126
3376,ENSG00000289226,2,0.404955,-0.167600,-0.151453,-0.228215,-0.340795,0.062720,-0.326865,-0.020992,,,,False,0,1.000000
3377,ENSG00000270755,2,0.404955,-0.167600,-0.151453,-0.228215,-0.340795,0.062720,-0.326865,-0.020992,,,,True,4,0.026732
3378,GAPDHP43,13,0.757771,-0.168764,0.060824,-0.251847,-0.269853,-0.014151,-0.391497,-0.146060,,,,True,1,0.028622
3379,FXR1,114,0.853682,-0.171088,-0.019026,-0.101102,-0.435472,-0.263855,-0.061036,-0.146039,-2.958730,0.017239,0.070058,False,0,1.000000
3380,RNU6-406P,20,0.012904,-0.172159,-0.050266,-0.195512,-0.002315,-0.582965,-0.061866,-0.140030,,,,False,0,1.000000
3381,ENSG00000259499,9,0.724001,-0.173631,0.062060,-0.264719,-0.279752,-0.010042,-0.400256,-0.149077,,,,False,0,1.000000
3382,ENSG00000289744,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,,,,False,0,1.000000
3383,ENSG00000289745,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,,,,False,0,1.000000
3384,RN7SL524P,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,,,,False,0,1.000000
3385,COL17A1,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,-3.005815,0.017189,0.070058,True,4,0.003528
3386,SLK,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,-3.005815,0.017189,0.070058,True,3,0.000000
3387,MIR936,2,0.003761,-0.173848,0.008310,-0.311536,-0.240130,-0.491536,0.022665,-0.030862,,,,False,0,1.000000
3388,HNRNPMP1,7,0.718067,-0.174971,0.061844,-0.266809,-0.280570,-0.009816,-0.405029,-0.149446,,,,False,0,1.000000
3389,CTDSPL2,7,0.718067,-0.174971,0.061844,-0.266809,-0.280570,-0.009816,-0.405029,-0.149446,-3.024970,0.016988,0.070058,True,2,0.006528
3390,CTDSPL2-DT,7,0.718067,-0.174971,0.061844,-0.266809,-0.280570,-0.009816,-0.405029,-0.149446,,,,False,0,1.000000
3391,ENSG00000237581,127,0.638397,-0.175333,-0.050978,-0.173002,-0.204166,-0.379614,-0.267109,0.022871,,,,False,0,1.000000
3392,ENSG00000259563,2,0.140446,-0.176787,-0.140146,0.052812,-0.481780,-0.147839,-0.196133,-0.147636,,,,False,0,1.000000
3393,ENSG00000288909,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,,,,False,0,1.000000
3394,LINC00910,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,,,,True,13,0.000000
3395,ARL4D,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,-3.075218,0.016888,0.070058,True,5,0.000000
3396,ENSG00000279602,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,,,,True,13,0.000000
3397,RNU6-1137P,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,,,,False,0,1.000000
3398,RNU2-4P,2,0.001217,-0.177916,-0.264912,-0.115290,0.221861,-0.108690,-0.765241,-0.035224,,,,False,0,1.000000
3399,TPH2,31,0.768934,-0.178857,-0.158372,-0.479544,-0.173451,-0.059465,-0.139079,-0.063233,-3.091275,0.016838,0.070058,True,2,0.014414
3400,ENSG00000289055,19,0.505084,-0.179352,-0.232490,-0.195086,0.101701,-0.565981,-0.109475,-0.074779,,,,True,1,0.027219
3401,ZBTB18,19,0.505084,-0.179352,-0.232490,-0.195086,0.101701,-0.565981,-0.109475,-0.074779,-3.099711,0.016788,0.070058,False,0,1.000000
3402,ZNF146,1,0.021858,-0.180570,0.120015,-0.209715,-0.548465,-0.033897,-0.396540,-0.014818,-3.120497,0.016738,0.070058,True,11,0.000000
3403,ZNF565,1,0.021858,-0.180570,0.120015,-0.209715,-0.548465,-0.033897,-0.396540,-0.014818,-3.120497,0.016738,0.070058,True,11,0.000000
3404,ENSG00000279774,13,0.413568,-0.181063,-0.190921,-0.301811,0.041215,-0.505938,-0.038228,-0.090693,,,,True,1,0.006212
3405,CLTA,47,0.943603,-0.181319,-0.077855,-0.456796,-0.214449,-0.175370,-0.141069,-0.022371,-3.133265,0.016637,0.070058,True,6,0.000030
3406,CCIN,44,0.920408,-0.184454,-0.082589,-0.464311,-0.221752,-0.180344,-0.135777,-0.021951,-3.186758,0.016437,0.070058,True,1,0.035104
3407,GLIPR2,44,0.920408,-0.184454,-0.082589,-0.464311,-0.221752,-0.180344,-0.135777,-0.021951,-3.186758,0.016437,0.070058,True,13,0.000000
3408,ZNF548,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,7,0.000000
3409,ZNF805,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,3,0.000003
3410,ENSG00000269533,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3411,ZNF17,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,12,0.000000
3412,ENSG00000268205,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,True,4,0.034980
3413,DPPA3P8,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3414,ENSG00000274219,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3415,ENSG00000268379,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,True,9,0.000038
3416,ZIM3,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3417,ENSG00000268678,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,True,2,0.000003
3418,ENSG00000268533,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3419,ZNF543,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,1,0.006485
3420,USP29,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3421,ENSG00000279541,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3422,ENSG00000270790,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3423,ENSG00000268713,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3424,ZNF547,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,3,0.004107
3425,RPL7AP69,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3426,ZNF304,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,13,0.000000
3427,DUXA,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3428,ZNF460,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,2,0.002954
3429,ZNF460-AS1,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,True,10,0.000000
3430,ZNF749,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,13,0.000000
3431,TRAPPC2B,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,1,0.032842
3432,ENSG00000268133,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,False,0,1.000000
3433,ZNF264,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,2,0.005286
3434,ENSG00000268723,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,False,0,1.000000
3435,ENSG00000288899,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,,,,True,2,0.016981
3436,AURKC,10,1.000000,-0.186407,0.153489,-1.296528,0.092579,0.116664,-0.033705,-0.150944,-3.220085,0.016237,0.070058,True,13,0.000000
3437,GNE,52,1.000000,-0.187065,-0.071965,-0.424775,-0.252986,-0.168454,-0.180421,-0.023789,-3.231305,0.015385,0.070058,True,3,0.000621
3438,RNU4-53P,52,1.000000,-0.187065,-0.071965,-0.424775,-0.252986,-0.168454,-0.180421,-0.023789,,,,False,0,1.000000
3439,RNF38,52,1.000000,-0.187065,-0.071965,-0.424775,-0.252986,-0.168454,-0.180421,-0.023789,-3.231305,0.015385,0.070058,True,1,0.038470
3440,HMGB3P24,52,1.000000,-0.187065,-0.071965,-0.424775,-0.252986,-0.168454,-0.180421,-0.023789,,,,True,1,0.003022
3441,ENSG00000283380,1,0.507645,-0.187901,-0.204110,-0.268801,-0.229022,-0.086708,-0.353462,0.014698,,,,False,0,1.000000
3442,ENSG00000283546,1,0.507645,-0.187901,-0.204110,-0.268801,-0.229022,-0.086708,-0.353462,0.014698,,,,False,0,1.000000
3443,RNU6-133P,1,0.507645,-0.187901,-0.204110,-0.268801,-0.229022,-0.086708,-0.353462,0.014698,,,,False,0,1.000000
3444,ENSG00000225402,7,0.250936,-0.190543,-0.176527,0.055594,-0.479404,0.033269,-0.425243,-0.150944,,,,False,0,1.000000
3445,LRRC55,4,0.042766,-0.192237,0.028275,0.024230,-0.972035,-0.158238,0.075290,-0.150944,-3.319541,0.015134,0.070058,True,2,0.000006
3446,ENSG00000286059,115,0.587460,-0.194981,-0.072551,-0.195837,-0.221811,-0.412067,-0.296738,0.029116,,,,False,0,1.000000
3447,ENSG00000276730,21,0.792204,-0.195935,-0.085989,-0.530268,-0.255724,-0.201885,-0.061947,-0.039798,,,,False,0,1.000000
3448,POMC,1,0.000287,-0.196593,0.153365,-0.203001,-0.602659,-0.158364,-0.436823,0.067922,-3.393861,0.014984,0.070058,True,12,0.000000
3449,OR8C1P,25,0.778342,-0.196814,-0.124601,-0.281833,-0.136605,-0.609581,-0.230460,0.202196,,,,False,0,1.000000
3450,RARRES2P3,2,0.509285,-0.197097,-0.244428,-0.274156,-0.231587,-0.091339,-0.355238,0.014164,,,,False,0,1.000000
3451,FOXO3,10,0.467298,-0.202288,0.322791,-0.386540,-0.470680,-0.478384,-0.187453,-0.013459,-3.491011,0.014783,0.070058,True,2,0.001330
3452,ENSG00000241593,33,0.053456,-0.203062,-0.916599,-0.084677,-0.141545,0.041018,0.034372,-0.150944,,,,False,0,1.000000
3453,ENSG00000260851,9,0.048665,-0.207108,-0.736718,-0.065663,-0.091321,-0.316708,0.069695,-0.101930,-3.573243,0.014683,0.070058,False,0,1.000000
3454,GNMT,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,-3.653656,0.014483,0.070058,True,13,0.000000
3455,PEX6,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,-3.653656,0.014483,0.070058,True,13,0.000000
3456,LINC02976,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,,,,False,0,1.000000
3457,RPL24P4,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,,,,True,2,0.011768
3458,MRPL2,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,-3.653656,0.014483,0.070058,False,0,1.000000
3459,CNPY3,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,-3.653656,0.014483,0.070058,True,1,0.006453
3460,ENSG00000287055,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,,,,True,1,0.014398
3461,SLC22A7,3,1.000000,-0.211821,-0.101436,-0.225819,-0.408499,-0.065352,-0.486082,0.016262,-3.653656,0.014483,0.070058,True,2,0.020918
